User ID,Sex,Age
24339,female,28
24340,male,44
24341,female,23
24342,female,25
24343,male,37
24344,female,34
24345,female,49
24346,male,19
24347,female,23
24348,female,27
24349,male,32
24350,female,49
24351,male,27
24352,female,51
24353,male,37
24354,female,36
24355,male,37
24356,female,46
24357,male,45
24358,male,30
24359,male,31
24360,male,45
24361,male,28
24362,male,31
24363,female,55
24364,female,43
24365,female,28
24366,female,53
24367,female,49
24368,female,59
24369,male,42
24370,female,45
24371,male,36
24372,female,44
24373,male,49
24374,male,26
24375,female,36
24376,male,49
24377,male,25
24378,male,32
24379,female,44
24380,male,27
24381,female,34
24382,female,31
24383,male,32
24384,female,21
24385,female,55
24386,male,56
24387,male,27
24388,male,48
24389,female,58
24390,male,46
24391,female,40
24392,female,23
24393,female,26
24394,male,58
24395,female,53
24396,male,38
24397,female,37
24398,female,22
24399,female,36
24400,female,44
24401,female,40
24402,male,39
24403,male,46
24404,male,41
24405,male,52
24406,male,39
24407,female,34
24408,female,33
24409,male,48
24410,female,41
24411,male,19
24412,male,37
24413,female,33
24414,female,24
24415,female,50
24416,male,35
24417,female,25
24418,female,36
24419,female,31
24420,female,38
24421,female,49
24422,male,24
24423,male,56
24424,male,52
24425,male,58
24426,female,59
24427,male,55
24428,male,21
24429,female,59
24430,male,33
24431,male,19
24432,female,30
24433,male,47
24434,male,41
24435,female,48
24436,male,44
24437,female,35
24438,female,35
24439,female,24
24440,female,51
24441,male,35
24442,male,48
24443,male,23
24444,male,33
24445,male,33
24446,male,57
24447,male,27
24448,female,38
24449,female,26
24450,male,50
24451,male,55
24452,female,23
24453,male,50
24454,male,53
24455,male,44
24456,female,26
24457,male,34
24458,male,46
24459,female,34
24460,male,41
24461,male,28
24462,female,57
24463,female,58
24464,male,41
24465,male,31
24466,male,48
24467,female,20
24468,male,46
24469,female,52
24470,male,33
24471,male,58
24472,female,42
24473,male,43
24474,male,36
24475,male,20
24476,male,48
24477,male,39
24478,female,40
24479,male,19
24480,male,19
24481,female,39
24482,female,26
24483,male,31
24484,female,44
24485,male,56
24486,female,34
24487,male,35
24488,male,30
24489,male,42
24490,male,32
24491,male,26
24492,male,34
24493,male,36
24494,female,54
24495,male,44
24496,male,41
24497,male,48
24498,female,54
24499,male,28
24500,male,53
24501,female,51
24502,male,36
24503,male,45
24504,male,42
24505,male,20
24506,male,48
24507,female,32
24508,female,23
24509,male,50
24510,female,41
24511,female,46
24512,female,37
24513,female,36
24514,female,25
24515,female,20
24516,female,23
24517,male,45
24518,male,39
24519,male,47
24520,male,41
24521,female,30
24522,female,33
24523,male,55
24524,female,41
24525,male,25
24526,male,32
24527,female,43
24528,male,36
24529,male,40
24530,male,29
24531,female,50
24532,male,30
24533,female,45
24534,male,39
24535,male,34
24536,male,51
24537,male,46
24538,male,25
24539,female,30
24540,female,24
24541,male,59
24542,male,33
24543,female,20
24544,female,58
24545,female,37
24546,female,49
24547,male,55
24548,female,38
24549,male,34
24550,female,22
24551,male,29
24552,male,46
24553,female,24
24554,male,43
24555,male,48
24556,female,33
24557,male,59
24558,male,34
24559,male,24
24560,female,22
24561,female,44
24562,female,50
24563,female,43
24564,female,23
24565,male,34
24566,female,51
24567,male,46
24568,male,40
24569,female,24
24570,male,58
24571,male,43
24572,male,37
24573,female,54
24574,male,50
24575,female,50
24576,male,28
24577,female,23
24578,male,33
24579,male,45
24580,male,52
24581,male,46
24582,male,51
24583,female,36
24584,female,20
24585,male,49
24586,female,38
24587,female,25
24588,male,53
24589,male,37
24590,male,29
24591,male,38
24592,male,25
24593,female,53
24594,male,36
24595,male,33
24596,female,35
24597,male,19
24598,male,53
24599,female,55
24600,male,26
24601,male,29
24602,male,27
24603,female,33
24604,female,32
24605,male,22
24606,male,53
24607,male,59
24608,female,36
24609,female,44
24610,female,52
24611,male,35
24612,male,44
24613,female,21
24614,male,58
24615,female,31
24616,male,51
24617,male,41
24618,female,37
24619,male,38
24620,male,53
24621,female,24
24622,female,49
24623,male,59
24624,female,44
24625,male,57
24626,male,42
24627,female,35
24628,female,28
24629,female,43
24630,male,54
24631,female,59
24632,male,52
24633,female,48
24634,male,21
24635,male,26
24636,female,58
24637,female,33
24638,female,28
24639,female,57
24640,male,30
24641,female,52
24642,male,28
24643,female,59
24644,female,40
24645,female,44
24646,female,57
24647,female,27
24648,female,34
24649,male,59
24650,male,32
24651,male,39
24652,male,54
24653,female,31
24654,male,48
24655,female,47
24656,female,24
24657,female,37
24658,male,26
24659,female,39
24660,male,52
24661,male,52
24662,male,28
24663,male,42
24664,female,31
24665,male,35
24666,male,19
24667,female,42
24668,male,29
24669,female,35
24670,female,55
24671,male,21
24672,male,38
24673,female,20
24674,female,21
24675,male,24
24676,male,54
24677,female,50
24678,female,23
24679,female,28
24680,female,51
24681,male,37
24682,female,48
24683,female,44
24684,female,19
24685,female,34
24686,male,41
24687,male,57
24688,female,24
24689,female,38
24690,male,44
24691,male,35
24692,female,36
24693,female,29
24694,male,43
24695,male,47
24696,male,55
24697,female,38
24698,female,19
24699,male,46
24700,female,42
24701,female,56
24702,female,57
24703,female,59
24704,male,58
24705,male,34
24706,female,23
24707,female,46
24708,male,47
24709,male,25
24710,male,57
24711,male,51
24712,female,38
24713,male,36
24714,male,26
24715,male,40
24716,male,49
24717,female,42
24718,female,59
24719,female,28
24720,male,33
24721,male,55
24722,female,46
24723,male,56
24724,female,24
24725,male,53
24726,female,56
24727,female,24
24728,male,33
24729,female,24
24730,male,45
24731,male,36
24732,male,57
24733,female,40
24734,male,48
24735,male,30
24736,female,22
24737,male,51
24738,female,45
24739,male,19
24740,male,47
24741,female,41
24742,female,41
24743,female,24
24744,female,30
24745,female,39
24746,female,55
24747,male,50
24748,male,25
24749,male,57
24750,female,34
24751,female,47
24752,female,44
24753,female,26
24754,male,19
24755,male,21
24756,female,52
24757,female,25
24758,female,55
24759,female,36
24760,female,29
24761,female,43
24762,male,42
24763,female,30
24764,male,46
24765,male,22
24766,female,49
24767,male,56
24768,female,39
24769,female,32
24770,male,33
24771,female,48
24772,male,54
24773,female,32
24774,male,49
24775,male,58
24776,female,45
24777,female,47
24778,male,52
24779,female,32
24780,male,29
24781,male,39
24782,male,58
24783,female,47
24784,female,45
24785,female,54
24786,male,48
24787,male,27
24788,male,38
24789,male,37
24790,female,35
24791,female,26
24792,female,22
24793,female,21
24794,female,40
24795,female,24
24796,male,42
24797,male,57
24798,female,28
24799,male,49
24800,female,22
24801,male,27
24802,male,53
24803,female,19
24804,female,23
24805,male,57
24806,male,30
24807,female,33
24808,male,58
24809,male,48
24810,female,38
24811,female,46
24812,male,20
24813,female,25
24814,male,41
24815,male,21
24816,female,35
24817,female,59
24818,male,25
24819,male,19
24820,female,50
24821,male,58
24822,male,47
24823,male,40
24824,female,34
24825,male,58
24826,male,29
24827,male,37
24828,female,56
24829,male,32
24830,male,21
24831,female,26
24832,female,55
24833,female,27
24834,male,25
24835,male,19
24836,male,55
24837,female,50
24838,female,59
24839,male,42
24840,female,24
24841,female,35
24842,female,41
24843,male,37
24844,male,29
24845,female,28
24846,female,32
24847,female,45
24848,female,51
24849,male,56
24850,male,20
24851,male,25
24852,male,45
24853,male,38
24854,female,46
24855,female,56
24856,male,41
24857,female,45
24858,male,54
24859,male,24
24860,male,26
24861,female,46
24862,male,41
24863,female,56
24864,male,51
24865,male,49
24866,male,57
24867,male,43
24868,male,30
24869,male,24
24870,female,28
24871,male,42
24872,male,53
24873,female,54
24874,male,46
24875,male,31
24876,male,34
24877,male,22
24878,male,44
24879,male,56
24880,female,24
24881,male,48
24882,male,29
24883,female,33
24884,male,50
24885,male,51
24886,male,42
24887,female,23
24888,male,53
24889,female,56
24890,male,41
24891,female,34
24892,male,31
24893,male,58
24894,male,57
24895,male,58
24896,female,55
24897,female,58
24898,female,57
24899,female,55
24900,female,37
24901,male,20
24902,male,20
24903,male,47
24904,female,25
24905,female,44
24906,female,40
24907,female,42
24908,female,32
24909,female,26
24910,female,32
24911,male,46
24912,male,54
24913,male,59
24914,male,54
24915,female,45
24916,female,48
24917,female,41
24918,female,33
24919,female,59
24920,male,28
24921,male,39
24922,female,53
24923,male,28
24924,male,56
24925,male,28
24926,male,25
24927,male,27
24928,female,27
24929,female,50
24930,female,48
24931,male,52
24932,male,53
24933,female,24
24934,female,36
24935,female,50
24936,female,45
24937,male,40
24938,female,34
24939,male,20
24940,male,32
24941,male,53
24942,female,43
24943,male,51
24944,male,43
24945,male,26
24946,female,23
24947,female,41
24948,female,44
24949,male,38
24950,female,23
24951,female,29
24952,female,44
24953,female,35
24954,female,35
24955,female,47
24956,male,27
24957,female,48
24958,female,52
24959,female,41
24960,female,48
24961,male,46
24962,male,26
24963,male,57
24964,female,40
24965,female,41
24966,male,41
24967,male,46
24968,male,22
24969,female,54
24970,female,46
24971,male,19
24972,female,46
24973,female,24
24974,male,19
24975,female,57
24976,female,57
24977,female,33
24978,male,54
24979,female,26
24980,female,52
24981,female,19
24982,female,34
24983,male,32
24984,male,23
24985,male,43
24986,male,41
24987,female,27
24988,male,45
24989,female,52
24990,male,46
24991,female,33
24992,male,37
24993,male,52
24994,female,36
24995,male,35
24996,male,42
24997,female,58
24998,male,56
24999,male,43
25000,female,23
25001,male,39
25002,male,32
25003,male,34
25004,male,31
25005,female,58
25006,female,51
25007,male,56
25008,female,29
25009,female,19
25010,female,38
25011,male,34
25012,male,39
25013,male,59
25014,male,23
25015,female,58
25016,female,45
25017,male,53
25018,female,53
25019,female,43
25020,male,49
25021,male,28
25022,male,23
25023,male,25
25024,male,42
25025,female,28
25026,male,44
25027,female,35
25028,female,19
25029,female,35
25030,female,26
25031,male,21
25032,female,25
25033,female,24
25034,female,49
25035,male,55
25036,male,58
25037,female,36
25038,female,23
25039,female,42
25040,male,29
25041,male,55
25042,male,21
25043,male,20
25044,female,27
25045,female,51
25046,female,55
25047,female,25
25048,male,57
25049,female,25
25050,male,51
25051,female,30
25052,male,19
25053,male,51
25054,female,22
25055,male,52
25056,male,55
25057,male,24
25058,female,57
25059,male,19
25060,male,35
25061,male,31
25062,male,45
25063,male,20
25064,female,44
25065,female,29
25066,male,21
25067,female,31
25068,male,22
25069,male,51
25070,female,33
25071,female,44
25072,female,37
25073,male,59
25074,male,57
25075,male,34
25076,female,37
25077,male,29
25078,female,41
25079,female,55
25080,female,41
25081,female,29
25082,female,53
25083,male,56
25084,male,36
25085,male,24
25086,female,49
25087,female,21
25088,female,20
25089,female,57
25090,male,58
25091,female,48
25092,female,19
25093,male,25
25094,male,43
25095,male,23
25096,female,20
25097,male,29
25098,male,29
25099,female,36
25100,female,32
25101,female,40
25102,male,47
25103,male,24
25104,male,49
25105,male,36
25106,female,22
25107,female,36
25108,female,42
25109,female,33
25110,female,27
25111,female,29
25112,female,20
25113,male,51
25114,male,45
25115,female,43
25116,female,56
25117,male,53
25118,female,22
25119,male,20
25120,female,22
25121,male,36
25122,male,52
25123,male,48
25124,male,50
25125,male,53
25126,male,36
25127,female,59
25128,male,43
25129,male,22
25130,female,59
25131,female,44
25132,female,46
25133,male,38
25134,female,44
25135,female,31
25136,female,37
25137,female,38
25138,male,48
25139,female,27
25140,female,33
25141,male,48
25142,female,51
25143,female,45
25144,male,22
25145,male,44
25146,female,29
25147,female,28
25148,female,52
25149,male,34
25150,male,36
25151,female,38
25152,female,47
25153,male,21
25154,female,49
25155,female,23
25156,female,46
25157,male,30
25158,male,38
25159,female,48
25160,female,25
25161,female,28
25162,female,55
25163,male,36
25164,female,40
25165,male,41
25166,male,28
25167,female,42
25168,male,55
25169,female,52
25170,female,52
25171,female,22
25172,female,56
25173,female,23
25174,female,47
25175,male,24
25176,male,40
25177,male,27
25178,male,56
25179,female,22
25180,female,41
25181,male,29
25182,male,20
25183,female,22
25184,male,40
25185,male,33
25186,male,56
25187,female,22
25188,male,55
25189,female,24
25190,male,26
25191,female,36
25192,female,39
25193,female,52
25194,male,57
25195,female,47
25196,male,37
25197,female,57
25198,male,22
25199,female,20
25200,male,44
25201,male,26
25202,male,42
25203,male,41
25204,male,45
25205,female,58
25206,female,28
25207,male,24
25208,female,24
25209,male,34
25210,female,47
25211,female,52
25212,female,56
25213,male,52
25214,female,46
25215,male,52
25216,male,41
25217,female,52
25218,female,34
25219,female,20
25220,female,26
25221,female,53
25222,male,39
25223,male,59
25224,male,29
25225,female,34
25226,female,50
25227,female,20
25228,female,48
25229,male,41
25230,female,48
25231,male,41
25232,male,19
25233,male,39
25234,female,59
25235,male,51
25236,female,42
25237,male,59
25238,female,22
25239,female,45
25240,female,23
25241,male,20
25242,female,57
25243,male,22
25244,female,38
25245,female,59
25246,male,20
25247,male,49
25248,female,56
25249,male,29
25250,female,38
25251,female,41
25252,male,30
25253,female,50
25254,male,28
25255,female,29
25256,male,52
25257,male,52
25258,female,30
25259,female,56
25260,male,57
25261,male,23
25262,female,30
25263,male,51
25264,female,42
25265,female,54
25266,female,21
25267,male,35
25268,male,28
25269,male,24
25270,male,20
25271,male,31
25272,male,35
25273,male,57
25274,female,55
25275,male,55
25276,female,20
25277,male,35
25278,male,59
25279,male,43
25280,female,28
25281,female,36
25282,male,37
25283,female,53
25284,male,55
25285,female,56
25286,male,49
25287,female,38
25288,male,59
25289,male,20
25290,female,51
25291,female,28
25292,female,38
25293,female,42
25294,male,52
25295,female,53
25296,male,49
25297,male,19
25298,male,42
25299,male,35
25300,female,33
25301,female,53
25302,male,37
25303,male,46
25304,female,49
25305,male,40
25306,female,53
25307,female,54
25308,male,26
25309,female,37
25310,female,56
25311,female,35
25312,female,46
25313,female,27
25314,female,26
25315,male,48
25316,female,53
25317,female,44
25318,male,23
25319,male,34
25320,female,36
25321,male,30
25322,male,49
25323,female,56
25324,male,55
25325,male,54
25326,male,44
25327,male,44
25328,female,22
25329,female,38
25330,male,47
25331,female,36
25332,male,23
25333,female,33
25334,male,59
25335,female,31
25336,male,43
25337,male,49
25338,male,59
25339,male,24
25340,male,44
25341,male,34
25342,male,38
25343,male,21
25344,male,47
25345,male,46
25346,male,33
25347,male,51
25348,male,26
25349,male,56
25350,male,47
25351,male,21
25352,female,38
25353,male,41
25354,female,23
25355,male,55
25356,female,59
25357,female,29
25358,female,52
25359,female,26
25360,female,34
25361,male,46
25362,female,41
25363,male,27
25364,female,34
25365,female,26
25366,male,24
25367,male,42
25368,female,20
25369,female,33
25370,male,32
25371,female,59
25372,female,58
25373,female,49
25374,female,24
25375,male,32
25376,male,23
25377,female,42
25378,male,22
25379,female,22
25380,male,52
25381,male,45
25382,female,38
25383,male,42
25384,male,39
25385,female,20
25386,male,40
25387,male,57
25388,female,48
25389,female,44
25390,female,28
25391,male,43
25392,male,31
25393,male,33
25394,female,59
25395,male,46
25396,female,25
25397,male,34
25398,female,36
25399,female,38
25400,female,28
25401,male,52
25402,female,40
25403,male,22
25404,male,54
25405,female,20
25406,male,37
25407,female,24
25408,female,25
25409,male,40
25410,female,56
25411,female,51
25412,female,37
25413,male,22
25414,male,44
25415,male,50
25416,female,57
25417,female,43
25418,female,49
25419,male,25
25420,male,44
25421,male,45
25422,male,40
25423,female,56
25424,male,43
25425,male,28
25426,female,20
25427,female,31
25428,female,20
25429,male,58
25430,male,22
25431,female,32
25432,female,25
25433,female,49
25434,male,31
25435,male,34
25436,female,45
25437,female,37
25438,female,20
25439,male,27
25440,female,42
25441,male,34
25442,male,57
25443,female,30
25444,female,48
25445,male,19
25446,male,37
25447,male,41
25448,female,57
25449,female,24
25450,male,38
25451,female,55
25452,male,55
25453,female,23
25454,female,44
25455,female,44
25456,male,35
25457,male,25
25458,male,58
25459,female,57
25460,female,35
25461,female,55
25462,male,22
25463,male,20
25464,female,37
25465,male,22
25466,male,19
25467,male,35
25468,female,31
25469,male,52
25470,female,30
25471,male,20
25472,female,27
25473,male,27
25474,male,26
25475,female,20
25476,female,31
25477,female,21
25478,male,45
25479,male,24
25480,male,42
25481,male,19
25482,male,32
25483,male,32
25484,female,38
25485,male,50
25486,female,20
25487,female,52
25488,male,52
25489,female,52
25490,female,56
25491,male,49
25492,female,45
25493,male,20
25494,male,34
25495,male,48
25496,female,29
25497,female,32
25498,male,40
25499,female,56
25500,female,48
25501,male,19
25502,female,35
25503,male,37
25504,male,24
25505,male,35
25506,female,45
25507,male,25
25508,female,50
25509,female,49
25510,male,21
25511,female,28
25512,male,29
25513,female,43
25514,male,36
25515,female,50
25516,male,52
25517,female,57
25518,male,49
25519,female,24
25520,male,39
25521,female,41
25522,female,22
25523,male,25
25524,female,40
25525,male,38
25526,male,41
25527,male,23
25528,female,38
25529,male,50
25530,male,29
25531,female,49
25532,female,21
25533,female,20
25534,male,30
25535,male,58
25536,female,34
25537,female,36
25538,female,37
25539,male,40
25540,female,23
25541,male,49
25542,male,31
25543,female,35
25544,female,45
25545,male,53
25546,male,57
25547,male,29
25548,female,30
25549,male,33
25550,male,33
25551,female,37
25552,female,52
25553,male,22
25554,male,25
25555,female,54
25556,male,31
25557,male,56
25558,female,57
25559,female,51
25560,male,43
25561,female,19
25562,male,44
25563,male,28
25564,female,49
25565,female,21
25566,female,43
25567,female,58
25568,male,25
25569,female,30
25570,male,44
25571,male,40
25572,male,34
25573,male,42
25574,male,30
25575,male,22
25576,female,38
25577,male,55
25578,female,23
25579,female,49
25580,male,22
25581,male,42
25582,female,23
25583,male,35
25584,male,35
25585,female,57
25586,male,33
25587,female,41
25588,female,55
25589,female,20
25590,male,28
25591,female,34
25592,male,58
25593,male,36
25594,female,45
25595,male,29
25596,male,49
25597,female,57
25598,female,53
25599,male,49
25600,male,35
25601,female,49
25602,female,35
25603,female,30
25604,male,50
25605,male,34
25606,male,57
25607,female,40
25608,male,35
25609,male,55
25610,female,52
25611,female,31
25612,male,57
25613,male,24
25614,female,41
25615,female,54
25616,male,23
25617,male,47
25618,female,33
25619,female,35
25620,male,49
25621,female,59
25622,male,21
25623,female,24
25624,female,41
25625,male,27
25626,male,49
25627,male,31
25628,male,40
25629,male,29
25630,female,32
25631,female,22
25632,male,36
25633,male,57
25634,male,43
25635,female,37
25636,male,56
25637,male,24
25638,male,33
25639,female,22
25640,female,28
25641,male,48
25642,male,54
25643,female,22
25644,female,51
25645,male,47
25646,male,23
25647,female,38
25648,female,35
25649,female,43
25650,male,40
25651,female,23
25652,female,59
25653,male,33
25654,male,36
25655,female,52
25656,female,33
25657,female,45
25658,female,19
25659,male,32
25660,male,44
25661,male,30
25662,male,42
25663,female,58
25664,male,40
25665,male,28
25666,female,45
25667,male,26
25668,male,30
25669,female,54
25670,female,38
25671,male,47
25672,female,57
25673,female,52
25674,female,55
25675,female,29
25676,male,29
25677,male,49
25678,male,50
25679,male,55
25680,male,41
25681,female,56
25682,male,49
25683,female,46
25684,female,59
25685,female,32
25686,male,31
25687,female,38
25688,female,46
25689,male,43
25690,male,47
25691,female,58
25692,male,20
25693,female,36
25694,female,37
25695,female,28
25696,female,53
25697,male,37
25698,male,20
25699,female,33
25700,male,30
25701,female,52
25702,male,44
25703,female,20
25704,male,40
25705,male,33
25706,male,37
25707,female,46
25708,male,59
25709,male,30
25710,female,48
25711,female,42
25712,female,52
25713,female,37
25714,female,41
25715,male,28
25716,male,43
25717,female,32
25718,male,56
25719,male,42
25720,female,41
25721,male,56
25722,male,53
25723,female,30
25724,male,44
25725,male,22
25726,male,59
25727,male,40
25728,male,58
25729,male,21
25730,male,28
25731,male,29
25732,female,34
25733,female,59
25734,male,29
25735,male,37
25736,female,27
25737,female,40
25738,female,57
25739,male,30
25740,male,20
25741,male,39
25742,male,41
25743,female,52
25744,female,30
25745,male,25
25746,male,19
25747,male,36
25748,male,56
25749,male,30
25750,female,25
25751,female,27
25752,female,27
25753,male,54
25754,male,49
25755,female,33
25756,female,40
25757,male,49
25758,male,19
25759,male,33
25760,male,54
25761,female,41
25762,female,55
25763,female,41
25764,female,32
25765,female,21
25766,male,19
25767,female,41
25768,female,35
25769,female,40
25770,female,56
25771,female,30
25772,male,40
25773,male,23
25774,female,39
25775,female,53
25776,male,33
25777,male,26
25778,male,41
25779,male,24
25780,female,20
25781,male,32
25782,male,32
25783,female,45
25784,male,28
25785,female,34
25786,male,59
25787,female,45
25788,male,47
25789,male,51
25790,male,35
25791,female,53
25792,male,42
25793,male,56
25794,female,37
25795,female,40
25796,female,21
25797,male,56
25798,female,43
25799,male,45
25800,female,19
25801,female,36
25802,female,53
25803,male,31
25804,male,29
25805,female,43
25806,female,52
25807,male,35
25808,male,24
25809,male,43
25810,female,54
25811,male,21
25812,female,55
25813,male,26
25814,male,26
25815,female,26
25816,male,55
25817,male,40
25818,male,58
25819,female,26
25820,male,33
25821,male,31
25822,female,22
25823,male,58
25824,male,30
25825,female,54
25826,female,19
25827,female,45
25828,male,51
25829,female,40
25830,female,22
25831,male,36
25832,female,56
25833,male,30
25834,female,33
25835,female,51
25836,male,45
25837,female,37
25838,male,22
25839,male,25
25840,female,43
25841,female,34
25842,female,29
25843,male,57
25844,male,27
25845,male,32
25846,male,42
25847,male,29
25848,female,24
25849,female,21
25850,female,39
25851,male,40
25852,male,48
25853,female,45
25854,female,54
25855,male,53
25856,female,21
25857,male,31
25858,male,55
25859,male,20
25860,female,56
25861,male,43
25862,male,45
25863,female,42
25864,male,40
25865,female,23
25866,male,39
25867,male,28
25868,female,56
25869,male,34
25870,male,51
25871,female,39
25872,female,46
25873,female,31
25874,female,52
25875,male,40
25876,female,44
25877,male,57
25878,female,28
25879,female,28
25880,female,54
25881,male,32
25882,male,43
25883,male,30
25884,male,38
25885,male,30
25886,female,56
25887,female,49
25888,female,20
25889,female,48
25890,male,36
25891,female,29
25892,male,28
25893,male,23
25894,female,53
25895,male,21
25896,male,21
25897,male,20
25898,female,41
25899,male,29
25900,male,34
25901,female,56
25902,female,20
25903,female,40
25904,male,33
25905,female,20
25906,male,40
25907,male,50
25908,female,31
25909,female,46
25910,female,55
25911,female,30
25912,male,59
25913,female,45
25914,male,52
25915,male,23
25916,male,39
25917,female,30
25918,female,23
25919,female,21
25920,female,33
25921,male,31
25922,female,25
25923,female,39
25924,male,30
25925,male,20
25926,female,34
25927,male,52
25928,female,54
25929,female,48
25930,female,43
25931,female,38
25932,female,31
25933,male,55
25934,female,31
25935,male,34
25936,female,38
25937,male,34
25938,male,56
25939,female,19
25940,male,30
25941,female,47
25942,female,30
25943,female,21
25944,male,40
25945,male,19
25946,male,25
25947,female,49
25948,male,39
25949,male,46
25950,female,46
25951,male,28
25952,male,59
25953,male,47
25954,male,41
25955,male,23
25956,male,43
25957,male,28
25958,male,22
25959,female,56
25960,male,24
25961,female,47
25962,male,38
25963,female,28
25964,male,49
25965,female,54
25966,female,47
25967,male,54
25968,female,42
25969,male,34
25970,female,48
25971,female,38
25972,female,43
25973,male,54
25974,female,27
25975,female,34
25976,female,22
25977,male,33
25978,male,39
25979,male,20
25980,female,51
25981,male,34
25982,female,46
25983,female,45
25984,female,51
25985,male,26
25986,male,34
25987,male,38
25988,female,28
25989,male,36
25990,male,51
25991,female,19
25992,male,34
25993,male,34
25994,male,23
25995,male,44
25996,female,46
25997,male,32
25998,female,58
25999,male,34
26000,male,28
26001,female,54
26002,male,26
26003,female,46
26004,female,55
26005,male,46
26006,male,26
26007,female,58
26008,male,34
26009,male,29
26010,male,30
26011,male,29
26012,male,32
26013,female,34
26014,male,34
26015,female,27
26016,male,46
26017,female,53
26018,male,27
26019,male,31
26020,male,24
26021,female,35
26022,female,37
26023,female,19
26024,female,25
26025,male,46
26026,female,57
26027,male,42
26028,male,43
26029,female,36
26030,female,51
26031,male,34
26032,male,30
26033,male,27
26034,female,34
26035,female,55
26036,male,25
26037,female,50
26038,male,59
26039,male,53
26040,female,49
26041,female,54
26042,male,22
26043,male,38
26044,female,44
26045,female,27
26046,female,51
26047,female,28
26048,male,33
26049,male,50
26050,male,51
26051,male,53
26052,female,23
26053,female,41
26054,male,46
26055,male,57
26056,male,50
26057,male,44
26058,male,58
26059,female,42
26060,male,34
26061,female,49
26062,female,27
26063,female,23
26064,male,41
26065,male,20
26066,male,19
26067,female,35
26068,male,23
26069,female,48
26070,female,43
26071,female,54
26072,male,40
26073,female,26
26074,female,49
26075,female,19
26076,female,47
26077,male,35
26078,male,29
26079,female,19
26080,male,19
26081,female,19
26082,male,27
26083,male,54
26084,male,48
26085,male,42
26086,female,43
26087,female,34
26088,male,38
26089,female,26
26090,male,55
26091,female,35
26092,female,44
26093,female,55
26094,female,44
26095,female,39
26096,male,35
26097,female,47
26098,male,42
26099,male,23
26100,male,40
26101,female,27
26102,female,55
26103,female,22
26104,male,45
26105,female,55
26106,male,35
26107,female,47
26108,female,28
26109,female,33
26110,male,27
26111,female,25
26112,female,22
26113,female,23
26114,male,57
26115,female,31
26116,female,38
26117,female,20
26118,female,59
26119,female,26
26120,male,59
26121,female,28
26122,male,51
26123,male,22
26124,male,44
26125,male,39
26126,female,45
26127,male,56
26128,male,28
26129,male,25
26130,male,27
26131,male,22
26132,male,21
26133,male,41
26134,male,20
26135,female,24
26136,female,26
26137,female,58
26138,female,33
26139,male,25
26140,male,58
26141,male,55
26142,male,36
26143,male,39
26144,male,29
26145,female,57
26146,male,37
26147,female,37
26148,female,24
26149,male,25
26150,female,44
26151,female,21
26152,male,32
26153,female,19
26154,female,29
26155,male,20
26156,female,29
26157,male,39
26158,male,49
26159,female,23
26160,male,27
26161,female,19
26162,female,21
26163,female,41
26164,male,39
26165,male,58
26166,female,38
26167,female,52
26168,male,42
26169,female,21
26170,female,53
26171,male,30
26172,male,34
26173,male,52
26174,female,35
26175,male,30
26176,male,56
26177,male,30
26178,female,30
26179,male,58
26180,female,24
26181,male,56
26182,female,32
26183,female,49
26184,female,19
26185,female,20
26186,male,26
26187,female,36
26188,female,59
26189,male,49
26190,female,23
26191,male,50
26192,male,25
26193,female,57
26194,male,50
26195,female,58
26196,male,53
26197,female,38
26198,male,44
26199,female,44
26200,female,52
26201,female,50
26202,female,23
26203,female,53
26204,male,30
26205,male,23
26206,male,23
26207,male,38
26208,female,21
26209,male,40
26210,female,50
26211,female,41
26212,male,46
26213,male,54
26214,female,50
26215,female,49
26216,female,40
26217,male,29
26218,female,46
26219,female,38
26220,male,26
26221,male,46
26222,male,48
26223,female,30
26224,male,47
26225,female,35
26226,female,48
26227,male,59
26228,female,32
26229,female,28
26230,male,39
26231,female,37
26232,male,20
26233,male,28
26234,male,56
26235,male,50
26236,male,33
26237,male,39
26238,male,50
26239,female,57
26240,male,53
26241,male,29
26242,female,54
26243,male,25
26244,female,23
26245,male,59
26246,male,32
26247,male,50
26248,male,47
26249,female,45
26250,female,44
26251,female,41
26252,male,50
26253,male,29
26254,male,43
26255,female,46
26256,female,32
26257,female,50
26258,male,20
26259,male,32
26260,male,55
26261,male,46
26262,male,43
26263,female,51
26264,male,40
26265,male,42
26266,male,59
26267,male,57
26268,female,43
26269,female,35
26270,female,47
26271,female,54
26272,female,57
26273,male,57
26274,male,29
26275,male,19
26276,male,47
26277,female,36
26278,male,22
26279,male,21
26280,male,22
26281,male,21
26282,female,23
26283,female,24
26284,male,25
26285,female,47
26286,female,34
26287,male,26
26288,female,37
26289,female,39
26290,male,36
26291,male,43
26292,female,55
26293,female,38
26294,female,51
26295,male,34
26296,female,51
26297,female,57
26298,male,24
26299,male,22
26300,male,44
26301,male,27
26302,male,33
26303,male,56
26304,male,31
26305,male,49
26306,female,25
26307,male,32
26308,male,26
26309,male,30
26310,male,38
26311,female,43
26312,male,37
26313,female,34
26314,female,27
26315,male,54
26316,male,24
26317,male,27
26318,male,53
26319,male,54
26320,male,45
26321,male,37
26322,female,23
26323,female,33
26324,male,34
26325,female,51
26326,female,35
26327,male,41
26328,male,38
26329,male,35
26330,male,39
26331,female,33
26332,female,50
26333,male,28
26334,female,36
26335,female,43
26336,female,58
